Lat,Lon,RSRP,RSSI,SNR,Dist
49.2241097,16.6071856,-73.2,-65.2,25.1,NaN
49.2241097,16.6071856,-73.2,-66.9,26.1,NaN
49.2241097,16.6071856,-73.9,-67.7,26.5,NaN
49.225925,16.6018211,-85,-77.1,9.2,NaN
49.225925,16.6018211,-88.2,-75.1,9.3,NaN
49.225925,16.6018211,-82.6,-74.5,15.5,NaN
49.225925,16.6018211,-84.3,-76.5,12.2,NaN
49.225925,16.6018211,-82.3,-75,15.6,NaN
49.225925,16.6018211,-84.9,-76.8,11.3,NaN
49.225925,16.6018211,-85.7,-76.9,11.3,NaN
49.225925,16.6018211,-84,-76.2,12.2,NaN
49.225925,16.6018211,-87.7,-75.3,-0.3,NaN
49.225925,16.6018211,-84.6,-76.6,12.6,NaN
49.2261347,16.59739,-71,-65,16.5,NaN
49.2261347,16.59739,-71.7,-63,17.6,NaN
49.2261347,16.59739,-72,-64.4,15.9,NaN
49.2261347,16.59739,-79.5,-70.4,5.8,NaN
49.2261347,16.59739,-71.7,-64.8,15.5,NaN
49.2261347,16.59739,-68.3,-61.9,19.9,NaN
49.2261347,16.59739,-67.5,-60.8,19.2,NaN
49.2261347,16.59739,-67.4,-60.6,18.8,NaN
49.2261347,16.59739,-66.8,-60.4,21.1,NaN
49.224005,16.5944289,-90.2,-80.9,6,NaN
49.224005,16.5944289,-89.9,-81,4.4,NaN
49.224005,16.5944289,-89.2,-79.6,5.6,NaN
49.224005,16.5944289,-87.6,-79.3,7.3,NaN
49.224005,16.5944289,-87.8,-80.4,9.8,NaN
49.224005,16.5944289,-89.9,-81,5.2,NaN
49.224005,16.5944289,-91.8,-82.7,3.9,NaN
49.224005,16.5944289,-91.8,-82.9,6.4,NaN
49.224005,16.5944289,-93.8,-82.3,0.1,NaN
49.224005,16.5944289,-90.9,-82.2,6.9,NaN
49.2229122,16.5913606,-96.6,-89.8,10.8,NaN
49.2229122,16.5913606,-95.6,-87.7,9.9,NaN
49.2229122,16.5913606,-98,-89.4,8.9,NaN
49.2229122,16.5913606,-97.3,-89,9.4,NaN
49.2229122,16.5913606,-99.8,-91.2,9.5,NaN
49.2229122,16.5913606,-97.7,-89.5,11.4,NaN
49.2229122,16.5913606,-98.6,-90.4,10.4,NaN
49.2229122,16.5913606,-96.2,-88.2,13.2,NaN
49.2229122,16.5913606,-98.3,-89.5,10.6,NaN
49.2198283,16.5798806,-78.2,-72,15.6,NaN
49.2198283,16.5798806,-81.6,-73.4,9.4,NaN
49.2198283,16.5798806,-84.3,-75.1,7.5,NaN
49.2198283,16.5798806,-80.8,-72.4,13.4,NaN
49.2198283,16.5798806,-78.1,-71.2,14.1,NaN
49.2198283,16.5798806,-80.1,-72.6,12.7,NaN
49.2198283,16.5798806,-78.1,-70.9,15.3,NaN
49.2198283,16.5798806,-81.6,-73.2,11.1,NaN
49.2198283,16.5798806,-78.7,-71.3,16.1,NaN
49.2215522,16.5792797,-89.8,-78.6,0.9,NaN
49.2215522,16.5792797,-90.3,-79.4,2.5,NaN
49.2215522,16.5792797,-94,-80.4,-2,NaN
49.2215522,16.5792797,-92.2,-77.9,-4.9,NaN
49.2215522,16.5792797,-96.6,-79.8,-5.5,NaN
49.2215522,16.5792797,-94.8,-81,-0.3,NaN
49.2215522,16.5792797,-92.7,-79.5,-0.6,NaN
49.2215522,16.5792797,-91.7,-79.4,2.3,NaN
49.2215522,16.5792797,-95,-81.7,-0.8,NaN
49.2237108,16.5780353,-54.3,-45.5,18.4,NaN
49.2237108,16.5780353,-54.4,-47.5,19.2,NaN
49.2237108,16.5780353,-53.8,-46.7,21.1,NaN
49.2237108,16.5780353,-55.6,-48.4,19.1,NaN
49.2237108,16.5780353,-58.7,-47.3,17.5,NaN
49.2237108,16.5780353,-56.3,-48,20.4,NaN
49.2237108,16.5780353,-58.2,-49.8,20.1,NaN
49.2237108,16.5780353,-58,-49.1,20.3,NaN
49.2237108,16.5780353,-58,-50.5,18.9,NaN
49.2237108,16.5780353,-57.6,-48.9,20.4,NaN
49.2272558,16.5763831,-52.9,-45.8,21.3,NaN
49.2272558,16.5763831,-54.7,-47.3,21,NaN
49.2272558,16.5763831,-50.4,-44,24.1,NaN
49.2272558,16.5763831,-49.8,-43.5,22.6,NaN
49.2272558,16.5763831,-52,-44.9,22.2,NaN
49.2272558,16.5763831,-51.6,-44.8,23.1,NaN
49.2272558,16.5763831,-51.2,-44.6,25.2,NaN
49.2272558,16.5763831,-50.8,-44,22.9,NaN
49.2272558,16.5763831,-50.8,-43,23.1,NaN
49.2272558,16.5763831,-50.9,-44.2,25.2,NaN
49.2305631,16.5718553,-79,-70.5,5.5,NaN
49.2305631,16.5718553,-79.3,-70.1,6.8,NaN
49.2305631,16.5718553,-79.3,-70.1,6.8,NaN
49.2305631,16.5718553,-73.7,-66.7,15.5,NaN
49.2305631,16.5718553,-73.1,-66.2,16.4,NaN
49.2305631,16.5718553,-73.3,-66.3,16.3,NaN
49.2305631,16.5718553,-74.2,-66.8,14.5,NaN
49.2305631,16.5718553,-73.4,-66.4,15.6,NaN
49.2305631,16.5718553,-72.6,-65.3,15.1,NaN
49.2305631,16.5718553,-73.5,-65.7,12.8,NaN
49.2628858,16.5778319,-88,-80.1,7.6,NaN
49.2628858,16.5778319,-87.6,-79.4,8.7,NaN
49.2628858,16.5778319,-88.4,-79.8,8.1,NaN
49.2628858,16.5778319,-87.8,-79.3,7.9,NaN
49.2628858,16.5778319,-88.1,-79.9,7.7,NaN
49.2628858,16.5778319,-87,-79.2,9.7,NaN
49.2628858,16.5778319,-87.7,-79.5,9.1,NaN
49.2628858,16.5778319,-87.7,-79.7,8.3,NaN
49.2628858,16.5778319,-88.9,-80.4,8.1,NaN
49.2628858,16.5778319,-89.4,-79.3,4.9,NaN
49.2657983,16.56912,-69.3,-60.9,21.8,NaN
49.2657983,16.56912,-71.7,-62.1,17.6,NaN
49.2657983,16.56912,-71.9,-60.8,15.9,NaN
49.2657983,16.56912,-71.4,-61.8,16.4,NaN
49.2657983,16.56912,-70.9,-61.7,17.7,NaN
49.2657983,16.56912,-71.9,-61.9,16,NaN
49.2657983,16.56912,-70.9,-61.1,16.6,NaN
49.2657983,16.56912,-71.6,-61.2,15.4,NaN
49.2657983,16.56912,-70.2,-61,17.4,NaN
49.2657983,16.56912,-56.2,-48.9,22.1,NaN
49.2645519,16.5652792,-69.3,-63.2,16.3,NaN
49.2645519,16.5652792,-68.2,-61.4,18.6,NaN
49.2645519,16.5652792,-67.6,-59.5,19.2,NaN
49.2645519,16.5652792,-67.8,-60.6,20.7,NaN
49.2645519,16.5652792,-70,-62.4,18.6,NaN
49.2645519,16.5652792,-69.3,-62.3,19.1,NaN
49.2645519,16.5652792,-68.9,-61.9,20.8,NaN
49.2645519,16.5652792,-68.4,-61.7,18.8,NaN
49.2645519,16.5652792,-68.1,-61.4,18.7,NaN
49.2645519,16.5652792,-66,-59.7,23.1,NaN
49.2619056,16.5693992,-63.6,-57.5,23.1,NaN
49.2619056,16.5693992,-65.6,-58.3,17.9,NaN
49.2619056,16.5693992,-68.5,-60.9,19.8,NaN
49.2619056,16.5693992,-71,-63.1,16.7,NaN
49.2619056,16.5693992,-73.4,-65.3,16.7,NaN
49.2619056,16.5693992,-73.2,-64.7,17.7,NaN
49.2619056,16.5693992,-72.3,-64.1,17.7,NaN
49.2619056,16.5693992,-69.4,-61.9,15.4,NaN
49.2619056,16.5693992,-68.5,-61,17.2,NaN
49.2619056,16.5693992,-68.8,-61,14.7,NaN
49.2587686,16.5713947,-59.8,-54.1,24.2,NaN
49.2587686,16.5713947,-56.1,-47.4,26.1,NaN
49.2587686,16.5713947,-59.8,-50.3,22.7,NaN
49.2587686,16.5713947,-60,-50.3,24.9,NaN
49.2587686,16.5713947,-60.3,-50.2,23.9,NaN
49.2587686,16.5713947,-58.8,-51.4,27.7,NaN
49.2587686,16.5713947,-60,-52.8,23.4,NaN
49.2587686,16.5713947,-60.9,-54.1,21.6,NaN
49.2587686,16.5713947,-57.4,-50.4,24.8,NaN
49.2587686,16.5713947,-59,-50.9,21.4,NaN
49.254245,16.5743558,-59.3,-53.6,29.3,NaN
49.254245,16.5743558,-61.1,-54.1,28.6,NaN
49.254245,16.5743558,-59.8,-51,28,NaN
49.254245,16.5743558,-62.2,-55.9,27.6,NaN
49.254245,16.5743558,-63.1,-54.9,27,NaN
49.254245,16.5743558,-62.6,-54.9,26.1,NaN
49.254245,16.5743558,-66.7,-55.6,26.7,NaN
49.254245,16.5743558,-65.7,-55.1,26.6,NaN
49.254245,16.5743558,-63.7,-54.9,26.9,NaN
49.2525925,16.5756861,-61.2,-51.7,24.4,NaN
49.2525925,16.5756861,-61.5,-51.6,21.1,NaN
49.2525925,16.5756861,-63,-56.1,23.3,NaN
49.2525925,16.5756861,-63.5,-56.7,25.5,NaN
49.2525925,16.5756861,-59.4,-51.2,24.5,NaN
49.2525925,16.5756861,-59.6,-51.8,25.4,NaN
49.2525925,16.5756861,-57.9,-50.6,25.9,NaN
49.2525925,16.5756861,-61.8,-54.2,24,NaN
49.2525925,16.5756861,-61.1,-54.3,27,NaN
49.2525925,16.5756861,-54.4,-47.5,25.9,NaN
49.24741,16.5791622,-69,-59.7,19.6,NaN
49.24741,16.5791622,-65.9,-59.1,20,NaN
49.24741,16.5791622,-64.1,-55.9,17.1,NaN
49.24741,16.5791622,-64.1,-55.9,17.1,NaN
49.24741,16.5791622,-66.2,-59.6,18.4,NaN
49.24741,16.5791622,-66.4,-59.5,17.5,NaN
49.24741,16.5791622,-66.6,-59.5,17.1,NaN
49.24741,16.5791622,-66.3,-59.2,17,NaN
49.24741,16.5791622,-65.2,-58.2,18.9,NaN
49.24741,16.5791622,-65.2,-58.2,19.6,NaN
49.2442722,16.5776389,-85.2,-74.5,15.5,NaN
49.2442722,16.5776389,-83.7,-77.2,17.1,NaN
49.2442722,16.5776389,-82.1,-75.5,21.6,NaN
49.2442722,16.5776389,-81.1,-74.7,21.8,NaN
49.2442722,16.5776389,-84.3,-77.8,18.8,NaN
49.2442722,16.5776389,-84.1,-77.2,18.5,NaN
49.2442722,16.5776389,-81.1,-74.6,21.1,NaN
49.2442722,16.5776389,-85.9,-79.3,16.4,NaN
49.2442722,16.5776389,-85.7,-78.5,16.6,NaN
49.2442722,16.5776389,-87.6,-80.2,15.1,NaN
49.2407558,16.5741197,-98.6,-88.5,8.9,NaN
49.2407558,16.5741197,-96.1,-87,11.3,NaN
49.2407558,16.5741197,-100.8,-91.9,6.9,NaN
49.2407558,16.5741197,-90.1,-83.4,19.2,NaN
49.2407558,16.5741197,-89.1,-82.4,14.8,NaN
49.2407558,16.5741197,-91,-84.2,16.7,NaN
49.2407558,16.5741197,-87.4,-80.7,16.8,NaN
49.2407558,16.5741197,-88.3,-81.7,19.6,NaN
49.2407558,16.5741197,-87.4,-80.9,18.3,NaN
49.2407558,16.5741197,-86.5,-79.7,15.4,NaN
49.2382483,16.5781108,-86.8,-78.9,8.4,NaN
49.2382483,16.5781108,-90.4,-81.1,6.1,NaN
49.2382483,16.5781108,-95.4,-83,-0.3,NaN
49.2382483,16.5781108,-95,-83.8,2.2,NaN
49.2382483,16.5781108,-96,-87.3,7.4,NaN
49.2382483,16.5781108,-94.3,-85.1,6.1,NaN
49.2382483,16.5781108,-90.5,-81.4,9.5,NaN
49.2382483,16.5781108,-90,-82.7,12.5,NaN
49.2382483,16.5781108,-90.2,-82.4,10.8,NaN
49.2382483,16.5781108,-93.8,-85.8,9.9,NaN
49.2372114,16.5743772,-86,-78.5,8.3,NaN
49.2372114,16.5743772,-87.5,-77.4,8.4,NaN
49.2372114,16.5743772,-87.3,-78.8,8.4,NaN
49.2372114,16.5743772,-87.3,-78.8,11.2,NaN
49.2372114,16.5743772,-85.7,-77.8,11.9,NaN
49.2372114,16.5743772,-85.9,-77.9,11.1,NaN
49.2372114,16.5743772,-85.7,-77.5,9.6,NaN
49.2372114,16.5743772,-85.6,-77.7,10.6,NaN
49.2372114,16.5743772,-85.7,-77.6,11.7,NaN
49.2372114,16.5743772,-86.3,-77.6,10.4,NaN
49.2363008,16.5702789,-82.1,-72.6,14.4,NaN
49.2363008,16.5702789,-82.3,-74,12.9,NaN
49.2363008,16.5702789,-85.3,-78.1,10.7,NaN
49.2363008,16.5702789,-84.5,-77.1,11.9,NaN
49.2363008,16.5702789,-83.2,-76,11.4,NaN
49.2363008,16.5702789,-82.7,-75.7,12.9,NaN
49.2363008,16.5702789,-81.8,-74.9,14.8,NaN
49.2363008,16.5702789,-82.9,-75.5,14.1,NaN
49.2363008,16.5702789,-83.3,-76.2,13.2,NaN
49.2363008,16.5702789,-81.9,-75.1,13.9,NaN
49.2350819,16.5734544,-82.9,-74.2,5.3,NaN
49.2350819,16.5734544,-82.5,-73.3,6.4,NaN
49.2350819,16.5734544,-85.6,-72.7,1.1,NaN
49.2350819,16.5734544,-85.4,-73.6,1.3,NaN
49.2350819,16.5734544,-86.7,-73.5,0,NaN
49.2350819,16.5734544,-85.2,-74,1.4,NaN
49.2350819,16.5734544,-89.1,-75.3,-1,NaN
49.2350819,16.5734544,-87.4,-73.5,-2,NaN
49.2350819,16.5734544,-69.3,-59.6,6.4,NaN
49.2350819,16.5734544,-71.1,-59.2,3.8,NaN
49.2330642,16.5757933,-78.9,-69.2,2.8,NaN
49.2330642,16.5757933,-77.1,-68.2,7.2,NaN
49.2330642,16.5757933,-77.6,-66.3,4.2,NaN
49.2330642,16.5757933,-76,-65.7,3.5,NaN
49.2330642,16.5757933,-77,-65.7,4.2,NaN
49.2330642,16.5757933,-76.8,-66.5,5.6,NaN
49.2330642,16.5757933,-71.1,-62.7,8,NaN
49.2330642,16.5757933,-71.7,-60.7,3.7,NaN
49.2330642,16.5757933,-68.6,-60.5,8.9,NaN
49.2325036,16.5725961,-88.1,-80.1,6.2,NaN
49.2325036,16.5725961,-88.9,-79.3,7.3,NaN
49.2325036,16.5725961,-86.5,-77.2,10.9,NaN
49.2325036,16.5725961,-87.9,-77.6,3.5,NaN
49.2325036,16.5725961,-86.1,-77.7,10.1,NaN
49.2325036,16.5725961,-85,-76.7,10.6,NaN
49.2325036,16.5725961,-83.7,-75.8,12.5,NaN
49.2325036,16.5725961,-84.4,-76.4,10.7,NaN
49.2325036,16.5725961,-68.5,-61.1,12.1,NaN
49.2325036,16.5725961,-69.6,-61.7,11.1,NaN
49.2310325,16.5713947,-83.3,-72.4,12.8,NaN
49.2310325,16.5713947,-85,-76.2,10.4,NaN
49.2310325,16.5713947,-84.3,-76.4,9.4,NaN
49.2310325,16.5713947,-82.8,-74.9,9.8,NaN
49.2310325,16.5713947,-84.6,-77.1,11.9,NaN
49.2310325,16.5713947,-83.5,-76.1,10.8,NaN
49.2310325,16.5713947,-82.4,-75.1,12.8,NaN
49.2310325,16.5713947,-82.9,-75.3,10.9,NaN
49.2310325,16.5713947,-82,-74.2,11.8,NaN
49.2310325,16.5713947,-82,-74.2,11.8,NaN
49.2289447,16.57221,-74.7,-66.8,6.9,NaN
49.2289447,16.57221,-80.1,-71,6.9,NaN
49.2289447,16.57221,-80.5,-70.1,2.7,NaN
49.2289447,16.57221,-80.8,-70,1.5,NaN
49.2289447,16.57221,-80.4,-70.6,4.6,NaN
49.2289447,16.57221,-80.5,-70.6,6.1,NaN
49.2289447,16.57221,-79.8,-70.2,5.2,NaN
49.2289447,16.57221,-80.8,-68.7,0.3,NaN
49.2289447,16.57221,-80,-69.4,1.5,NaN
49.2289447,16.57221,-80.8,-70.7,3.3,NaN
49.2260581,16.5744844,-63.3,-55.8,18.3,NaN
49.2260581,16.5744844,-61.6,-55,19.1,NaN
49.2260581,16.5744844,-61.5,-54.8,20.9,NaN
49.2260581,16.5744844,-61.5,-54.9,22.1,NaN
49.2260581,16.5744844,-61.9,-55.3,20.3,NaN
49.2260581,16.5744844,-63,-56.3,22.6,NaN
49.2260581,16.5744844,-61.6,-55,20.1,NaN
49.2260581,16.5744844,-61.7,-55,20.3,NaN
49.2260581,16.5744844,-62.2,-55.1,19,NaN
49.2272492,16.5749994,-64.4,-58.4,17.4,NaN
49.2272492,16.5749994,-63.9,-57,19.8,NaN
49.2272492,16.5749994,-64.9,-57.8,20.8,NaN
49.2272492,16.5749994,-71.4,-61.4,14,NaN
49.2272492,16.5749994,-71.3,-61.7,13.7,NaN
49.2272492,16.5749994,-68.9,-60.5,16.4,NaN
49.2272492,16.5749994,-59.2,-51.8,21.1,NaN
49.2272492,16.5749994,-60.4,-52.3,23.5,NaN
49.2272492,16.5749994,-57.6,-51.1,23.4,NaN
49.2272492,16.5749994,-58.6,-51.6,22.1,NaN
49.2053633,16.5968536,-70.7,-64.7,21.7,0.385153257358286
49.2053633,16.5968536,-73.6,-66.4,21.6,0.385153257358286
49.2053633,16.5968536,-83.3,-74.3,10.4,0.385153257358286
49.2053633,16.5968536,-84.2,-73.4,11.8,0.385153257358286
49.2053633,16.5968536,-80.9,-72.6,14.3,0.385153257358286
49.2053633,16.5968536,-85,-76.2,9.4,0.385153257358286
49.2053633,16.5968536,-84.9,-75.9,11.3,0.385153257358286
49.2053633,16.5968536,-85.7,-76.8,10.5,0.385153257358286
49.2053633,16.5968536,-82.2,-74.7,14.2,0.385153257358286
49.2053633,16.5968536,-88.4,-78.4,8.8,0.385153257358286
49.2038142,16.5934633,-83.3,-77.2,16.6,0.597237721249094
49.2038142,16.5934633,-82.9,-76.2,19.2,0.597237721249094
49.2038142,16.5934633,-80.8,-73.9,21.9,0.597237721249094
49.2038142,16.5934633,-79.6,-72.6,21.3,0.597237721249094
49.2038142,16.5934633,-79.3,-72.3,21.1,0.597237721249094
49.2038142,16.5934633,-82.4,-75.6,18.4,0.597237721249094
49.2038142,16.5934633,-80.1,-73.3,21.8,0.597237721249094
49.2038142,16.5934633,-80.7,-73.4,20.5,0.597237721249094
49.2038142,16.5934633,-79.4,-70.5,16.6,0.597237721249094
49.2038142,16.5934633,-79,-71.8,16.6,0.597237721249094
49.1994539,16.5934419,-55.3,-47.5,25.3,0.112841234101491
49.1994539,16.5934419,-58.2,-51.9,25.1,0.112841234101491
49.1994539,16.5934419,-67.9,-61.5,24.4,0.112841234101491
49.1994539,16.5934419,-66.5,-60,23,0.112841234101491
49.1994539,16.5934419,-65.8,-59.5,25,0.112841234101491
49.1994539,16.5934419,-64,-57.6,24.8,0.112841234101491
49.1994539,16.5934419,-65.7,-59.2,24.8,0.112841234101491
49.1994539,16.5934419,-66,-59.5,24.2,0.112841234101491
49.1994539,16.5934419,-62.6,-56.4,27.1,0.112841234101491
49.1994539,16.5934419,-63.2,-56.3,25.8,0.112841234101491
49.1963553,16.5945256,-64.4,-58.6,23.6,0.249218991360367
49.1963553,16.5945256,-66.7,-59.7,20.8,0.249218991360367
49.1963553,16.5945256,-68.9,-61.9,17.8,0.249218991360367
49.1963553,16.5945256,-77.4,-69.5,12.4,0.249218991360367
49.1963553,16.5945256,-68.8,-61.8,20.1,0.249218991360367
49.1963553,16.5945256,-70,-63.5,18.4,0.249218991360367
49.1963553,16.5945256,-70.8,-63.2,21.8,0.249218991360367
49.1963553,16.5945256,-77.8,-64.3,8.9,0.249218991360367
49.1963553,16.5945256,-67.5,-60.1,20.1,0.249218991360367
49.1963553,16.5945256,-69.4,-62.6,19.5,0.249218991360367
49.1901361,16.5937317,-72.2,-66.2,18.8,0.303902926526458
49.1901361,16.5937317,-72.2,-65.5,20.8,0.303902926526458
49.1901361,16.5937317,-74.7,-67.5,17.5,0.303902926526458
49.1901361,16.5937317,-71.2,-64.5,17.6,0.303902926526458
49.1901361,16.5937317,-74.6,-67.8,16.6,0.303902926526458
49.1901361,16.5937317,-78.3,-70.4,9.9,0.303902926526458
49.1901361,16.5937317,-80.4,-72.7,10.6,0.303902926526458
49.1901361,16.5937317,-74.9,-67.3,12.1,0.303902926526458
49.1901361,16.5937317,-79,-69.2,10.9,0.303902926526458
49.1901361,16.5937317,-75.4,-68.1,14.1,0.303902926526458
49.18947,16.58664,-60.5,-52.3,22.1,0.453011954210222
49.18947,16.58664,-58.8,-51.2,20.1,0.453011954210222
49.18947,16.58664,-64.1,-56.8,20.4,0.453011954210222
49.18947,16.58664,-67.6,-59.5,20.7,0.453011954210222
49.18947,16.58664,-55.7,-48.8,20.7,0.453011954210222
49.18947,16.58664,-58.5,-51.3,18.6,0.453011954210222
49.18947,16.58664,-57.3,-50.6,20.1,0.453011954210222
49.18947,16.58664,-59.8,-51.8,19.8,0.453011954210222
49.18947,16.58664,-60.5,-52.2,21.3,0.453011954210222
49.18947,16.58664,-69,-62,18.4,0.453011954210222
49.1916297,16.5763081,-77.3,-68.7,9.8,0.469343386623637
49.1916297,16.5763081,-77.3,-68.5,7.5,0.469343386623637
49.1916297,16.5763081,-76.8,-66.6,9.7,0.469343386623637
49.1916297,16.5763081,-77.3,-68.4,9.2,0.469343386623637
49.1916297,16.5763081,-82.6,-71.8,3.8,0.469343386623637
49.1916297,16.5763081,-79.6,-70.4,6.7,0.469343386623637
49.1916297,16.5763081,-79.5,-70.9,6.7,0.469343386623637
49.1916297,16.5763081,-76.4,-68,9.8,0.469343386623637
49.1916297,16.5763081,-78.8,-69.2,7.6,0.469343386623637
49.1916297,16.5763081,-82.1,-71.8,5.6,0.469343386623637
49.1935997,16.5705144,-75.7,-69.9,22.6,1.37454354421931
49.1935997,16.5705144,-80.6,-72.6,19.9,1.37454354421931
49.1935997,16.5705144,-73.8,-66.8,21.4,1.37454354421931
49.1935997,16.5705144,-75.5,-67.7,20,1.37454354421931
49.1935997,16.5705144,-77.1,-67.9,17.8,1.37454354421931
49.1935997,16.5705144,-75.8,-67.1,20.9,1.37454354421931
49.1935997,16.5705144,-75.8,-67.1,20.9,1.37454354421931
49.1935997,16.5705144,-76,-67.5,17.5,1.37454354421931
49.1935997,16.5705144,-74.7,-66.1,19.6,1.37454354421931
49.1935997,16.5705144,-76.9,-68.8,19.6,1.37454354421931
49.1933683,16.5668453,-89.7,-80.7,4.9,1.24593069422504
49.1933683,16.5668453,-93.6,-83.1,1.7,1.24593069422504
49.1933683,16.5668453,-96.5,-83.2,-0.5,1.24593069422504
49.1933683,16.5668453,-93.4,-82,1.9,1.24593069422504
49.1933683,16.5668453,-91.8,-82,5.1,1.24593069422504
49.1933683,16.5668453,-93.3,-82.8,3.7,1.24593069422504
49.1933683,16.5668453,-91.9,-80.2,0.6,1.24593069422504
49.1933683,16.5668453,-99.1,-84.4,-2.7,1.24593069422504
49.1933683,16.5668453,-93.6,-83.6,7.1,1.24593069422504
49.1856272,16.5646028,-87.1,-78.4,10.2,0.954556352662759
49.1856272,16.5646028,-91.1,-80.6,8.6,0.954556352662759
49.1856272,16.5646028,-102,-84.8,-4.9,0.954556352662759
49.1856272,16.5646028,-92.7,-82.2,6.1,0.954556352662759
49.1856272,16.5646028,-87.8,-79.1,9.6,0.954556352662759
49.1856272,16.5646028,-87.7,-79.5,10.9,0.954556352662759
49.1856272,16.5646028,-89.8,-78.3,9.3,0.954556352662759
49.1856272,16.5646028,-86,-77.4,9.9,0.954556352662759
49.1856272,16.5646028,-83.7,-74.5,10.3,0.954556352662759
49.1856272,16.5646028,-74.4,-67.6,17.5,0.954556352662759
49.1831658,16.5631758,-81.6,-75.3,21.1,0.667959541697476
49.1831658,16.5631758,-80.6,-72.9,19.3,0.667959541697476
49.1831658,16.5631758,-78.6,-71.3,22.8,0.667959541697476
49.1831658,16.5631758,-85,-77.1,17.4,0.667959541697476
49.1831658,16.5631758,-81,-73.8,20.1,0.667959541697476
49.1831658,16.5631758,-85.7,-70.2,-0.7,0.667959541697476
49.1831658,16.5631758,-82,-72.9,19.1,0.667959541697476
49.1831658,16.5631758,-83.1,-74.1,17.8,0.667959541697476
49.1831658,16.5631758,-84.2,-72.6,8.2,0.667959541697476
49.1819036,16.5625644,-68.3,-62.6,28.5,0.524104640380485
49.1819036,16.5625644,-68.9,-62.6,26.9,0.524104640380485
49.1819036,16.5625644,-71.6,-63.4,23.2,0.524104640380485
49.1819036,16.5625644,-72.8,-64,22.7,0.524104640380485
49.1819036,16.5625644,-78.4,-68.6,16.7,0.524104640380485
49.1819036,16.5625644,-70.9,-63.3,25.2,0.524104640380485
49.1819036,16.5625644,-74,-67,22.5,0.524104640380485
49.1819036,16.5625644,-73.6,-67.2,21.6,0.524104640380485
49.1819036,16.5625644,-71.2,-64.9,25.7,0.524104640380485
49.1787756,16.5622961,-53.4,-45.3,22.6,0.175777647474895
49.1787756,16.5622961,-57.2,-49.8,27.7,0.175777647474895
49.1787756,16.5622961,-62.8,-54.2,23.8,0.175777647474895
49.1787756,16.5622961,-62,-54.5,25.7,0.175777647474895
49.1787756,16.5622961,-64.5,-55.9,24.1,0.175777647474895
49.1787756,16.5622961,-62.4,-53.9,19.3,0.175777647474895
49.1787756,16.5622961,-63.4,-55.3,23.9,0.175777647474895
49.1787756,16.5622961,-64.3,-55.7,20.6,0.175777647474895
49.1787756,16.5622961,-63.6,-55.2,25.8,0.175777647474895
49.1787756,16.5622961,-62.2,-54.6,23.5,0.175777647474895
49.1781094,16.5665556,-75.6,-68.4,16.7,0.33929591005482
49.1781094,16.5665556,-74.8,-65.3,11.4,0.33929591005482
49.1781094,16.5665556,-70.7,-62.7,15.1,0.33929591005482
49.1781094,16.5665556,-69.7,-60.9,14.2,0.33929591005482
49.1781094,16.5665556,-70.7,-63.1,15.8,0.33929591005482
49.1781094,16.5665556,-67,-59.4,15.1,0.33929591005482
49.1781094,16.5665556,-67,-59.4,15.1,0.33929591005482
49.1781094,16.5665556,-67.4,-59.7,15.3,0.33929591005482
49.1781094,16.5665556,-69.9,-61.9,14.7,0.33929591005482
49.1781094,16.5665556,-71,-63.4,16.3,0.33929591005482
49.1759842,16.5676714,-86.9,-79.3,13,0.42696129478063
49.1759842,16.5676714,-74.1,-66.3,16.1,0.42696129478063
49.1759842,16.5676714,-79.8,-71.2,12.6,0.42696129478063
49.1759842,16.5676714,-77.1,-69.6,14.9,0.42696129478063
49.1759842,16.5676714,-78.2,-70.1,13.7,0.42696129478063
49.1759842,16.5676714,-75.6,-67.9,13.7,0.42696129478063
49.1759842,16.5676714,-77.8,-68.5,11.5,0.42696129478063
49.1759842,16.5676714,-76.8,-68.7,13.8,0.42696129478063
49.1759842,16.5676714,-84.1,-73.2,8.8,0.42696129478063
49.1759842,16.5676714,-78,-69.7,14.5,0.42696129478063
49.2276839,16.53203,-72.7,-64,5.5,0.640359244171608
49.2276839,16.53203,-73.8,-64.6,4.7,0.640359244171608
49.2276839,16.53203,-73.9,-64.4,6.4,0.640359244171608
49.2276839,16.53203,-78.6,-66.5,1,0.640359244171608
49.2276839,16.53203,-72.3,-63.6,12.7,0.640359244171608
49.2276839,16.53203,-70.5,-62.7,13.6,0.640359244171608
49.2276839,16.53203,-73.2,-64.9,9.6,0.640359244171608
49.2276839,16.53203,-73.3,-64.4,8.9,0.640359244171608
49.2276839,16.53203,-79.3,-69.1,3.9,0.640359244171608
49.2276839,16.53203,-76.6,-67.7,8.7,0.640359244171608
49.2281644,16.5224264,-59.6,-52.7,18.4,0.117124360366358
49.2281644,16.5224264,-59.6,-51.7,19.7,0.117124360366358
49.2281644,16.5224264,-59.4,-51.8,17.6,0.117124360366358
49.2281644,16.5224264,-60.9,-52.4,17.7,0.117124360366358
49.2281644,16.5224264,-62.1,-53.5,18.2,0.117124360366358
49.2281644,16.5224264,-62,-53.1,14.8,0.117124360366358
49.2281644,16.5224264,-60.2,-52.9,16.6,0.117124360366358
49.2281644,16.5224264,-60.6,-53.1,18,0.117124360366358
49.2206764,16.5202294,-50.8,-45.1,28,0.226616275409699
49.2206764,16.5202294,-51.3,-44.1,28.3,0.226616275409699
